,learning_rate,n_estimators,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
0,0.01,50,23,0.72,0.6511627906976745,0.7220551958063521,0.660633484162896,0.72,0.6511627906976745,0.7216250385445575,0.6616857834368095,0.7183354809368605,0.6536796536796536,0.72,0.6511627906976745,0.72,0.6511627906976745,0.7181964573268921,0.6481178396072014,0.72,0.6511627906976745,0.718820760559891,0.6473566018345831
1,0.1,50,23,0.7476923076923077,0.6744186046511628,0.7480952380952381,0.6811111111111111,0.7476923076923077,0.6744186046511628,0.7479501831501831,0.6820671834625324,0.7468164935950883,0.6764069264069263,0.7476923076923077,0.6744186046511628,0.7476923076923077,0.6744186046511628,0.7470000759474443,0.6728260869565217,0.7476923076923077,0.6744186046511628,0.7473665515770779,0.6722952477249747
2,0.1,30,23,0.7415384615384616,0.6976744186046512,0.7419047619047618,0.7092760180995474,0.7415384615384616,0.6976744186046512,0.7417728937728938,0.7105650847100915,0.7406579246570151,0.7002164502164503,0.7415384615384616,0.6976744186046512,0.7415384615384616,0.6976744186046512,0.740829346092504,0.6950354609929078,0.7415384615384616,0.6976744186046512,0.7412047601521286,0.694375721589972
3,1.0,100,23,0.7661538461538462,0.627906976744186,0.7720950222708447,0.6400462962962963,0.7661538461538462,0.627906976744186,0.7711569418313187,0.6411498708010336,0.7639278405214887,0.6309523809523809,0.7661538461538462,0.627906976744186,0.7661538461538462,0.627906976744186,0.7637177623019821,0.6228070175438596,0.7661538461538462,0.627906976744186,0.7643821488070359,0.6217870257037944
4,0.1,100,23,0.7538461538461538,0.627906976744186,0.7561764026783653,0.6400462962962963,0.7538461538461538,0.627906976744186,0.7556648846420262,0.6411498708010336,0.7522928825892519,0.6309523809523809,0.7538461538461538,0.627906976744186,0.7538461538461538,0.627906976744186,0.7523809523809524,0.6228070175438596,0.7538461538461538,0.627906976744186,0.7529084249084249,0.6217870257037944
5,0.01,30,23,0.6984615384615385,0.6046511627906976,0.7022544346331172,0.6190476190476191,0.6984615384615385,0.6046511627906976,0.7016555562902362,0.6201550387596899,0.6961835822026833,0.6082251082251082,0.6984615384615385,0.6046511627906976,0.6984615384615385,0.6046511627906976,0.6953202724420295,0.5968008825151683,0.6984615384615385,0.6046511627906976,0.696176981356441,0.5954925024692467
6,1.0,50,23,0.7630769230769231,0.5813953488372093,0.7629981024667931,0.5855555555555556,0.7630769230769231,0.5813953488372093,0.7630453948328711,0.5861498708010336,0.762639278405215,0.5833333333333333,0.7630769230769231,0.5813953488372093,0.7630769230769231,0.5813953488372093,0.7627534816696846,0.5793478260869566,0.7630769230769231,0.5813953488372093,0.7629960627251134,0.578665318503539
7,0.01,100,23,0.72,0.6511627906976745,0.7226541347567108,0.660633484162896,0.72,0.6511627906976745,0.7221458961862768,0.6616857834368095,0.718164935950883,0.6536796536796536,0.72,0.6511627906976745,0.72,0.6511627906976745,0.7179061626653694,0.6481178396072014,0.72,0.6511627906976745,0.7185791818086436,0.6473566018345831
8,1.0,30,23,0.7569230769230769,0.627906976744186,0.7694799967801658,0.6502463054187192,0.7569230769230769,0.627906976744186,0.7680494616065735,0.6517355939970214,0.753751989691503,0.6320346320346321,0.7569230769230769,0.627906976744186,0.7569230769230769,0.627906976744186,0.7523845345215018,0.6177777777777778,0.7569230769230769,0.627906976744186,0.7533128727400058,0.6163307493540052
