,algorithm,n_neighbors,p,weights,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
15,auto,3,1,distance,0.7946874446608819,0.735827664399093,0.794378903582761,0.7355902601882541,0.7946874446608819,0.735827664399093,0.794857465898336,0.7358369743681454,0.7946446838096557,0.7356060223481908,0.7946874446608819,0.735827664399093,0.7946874446608819,0.735827664399093,0.794473015946447,0.7355979044011692,0.7946874446608819,0.735827664399093,0.7947337631441534,0.7358320828605915
16,auto,5,1,uniform,0.7754914113688685,0.7346938775510204,0.7754736306608956,0.7349200946121687,0.7754914113688685,0.7346938775510204,0.7754835545688684,0.7348312834696439,0.7745328888869591,0.7337551992079481,0.7754914113688685,0.7346938775510204,0.7754914113688685,0.7346938775510204,0.7748145391722501,0.7339383665392574,0.7754914113688685,0.7346938775510204,0.7752994560107835,0.7343643461522728
17,auto,3,3,distance,0.7946874446608819,0.7332766439909297,0.794378903582761,0.733038058713571,0.7946874446608819,0.7332766439909297,0.794857465898336,0.7332909591075712,0.7946446838096557,0.7330612209449877,0.7946874446608819,0.7332766439909297,0.7946874446608819,0.7332766439909297,0.794473015946447,0.7330491087492739,0.7946874446608819,0.7332766439909297,0.7947337631441534,0.733283271230978
18,brute,5,3,distance,0.8060563130865946,0.7446145124716553,0.805741753467418,0.7443889528489378,0.8060563130865946,0.7446145124716553,0.8061469179478674,0.7446488367620689,0.8059294116852483,0.7444434294331058,0.8060563130865946,0.7446145124716553,0.8060563130865946,0.7446145124716553,0.8058199925902203,0.7444132552082767,0.8060563130865946,0.7446145124716553,0.8060860630780164,0.7446287427832073
19,ball_tree,10,1,distance,0.8129626350274483,0.7494331065759637,0.8134141453989798,0.7496961657255652,0.8129626350274483,0.7494331065759637,0.8144056800564621,0.7502538511227204,0.8137979887227673,0.7498715778347685,0.8129626350274483,0.7494331065759637,0.8129626350274483,0.7494331065759637,0.8129412348997572,0.7494173228346457,0.8129626350274483,0.7494331065759637,0.8130198201368742,0.7494770755696354
20,ball_tree,5,2,uniform,0.7701434389941562,0.7222222222222222,0.7699809200923392,0.7221282691346851,0.7701434389941562,0.7222222222222222,0.7700818912195745,0.7221748066453344,0.7693173707479719,0.7215109458787019,0.7701434389941562,0.7222222222222222,0.7701434389941562,0.7222222222222222,0.7695381531516943,0.7216497235690253,0.7701434389941562,0.7222222222222222,0.7700020522527933,0.7220290039267682
21,brute,3,2,uniform,0.7737205595891624,0.721655328798186,0.7734275707236432,0.7214789205577614,0.7737205595891624,0.721655328798186,0.7736546319758171,0.7215794542861753,0.7731466221569024,0.721062875556429,0.7737205595891624,0.721655328798186,0.7737205595891624,0.721655328798186,0.7732618302743145,0.7211778260585436,0.7737205595891624,0.721655328798186,0.7736624057153904,0.7215245061297908
22,ball_tree,10,2,uniform,0.7661058969364264,0.7295918367346939,0.7659131663059171,0.7293986790903115,0.7661058969364264,0.7295918367346939,0.7665628266987281,0.7297289163532878,0.766287870245008,0.7295350393886944,0.7661058969364264,0.7295918367346939,0.7661058969364264,0.7295918367346939,0.765954127898037,0.7294384571752695,0.7661058969364264,0.7295918367346939,0.7661882195024513,0.7296320075716861
23,kd_tree,3,3,uniform,0.7711705330263857,0.7142857142857143,0.7708509555055723,0.7140527575466042,0.7711705330263857,0.7142857142857143,0.7711132882003037,0.7142015130547107,0.7706483852044391,0.7137718418199182,0.7711705330263857,0.7142857142857143,0.7711705330263857,0.7142857142857143,0.7707354505970558,0.7138605091867842,0.7711705330263857,0.7142857142857143,0.7711277322345573,0.7141919190433033
24,kd_tree,5,3,uniform,0.7694350982822737,0.7273242630385488,0.7692517360412956,0.7271967619793707,0.7694350982822737,0.7273242630385488,0.7693680017504121,0.7272650201221631,0.7686330139264473,0.7266857881936526,0.7694350982822737,0.7273242630385488,0.7694350982822737,0.7273242630385488,0.768842997099862,0.7268171749433341,0.7694350982822737,0.7273242630385488,0.7693025073946798,0.7271708021676285
