,alpha,fit_intercept,loss,penalty,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
0,0.001,True,log_loss,l2,23,0.7243449781659389,0.6514522821576764,0.728335250714059,0.6614027599943093,0.7243449781659389,0.6514522821576764,0.727337682577029,0.6644110439914307,0.7200491976999657,0.6567205415112585,0.7243449781659389,0.6514522821576764,0.7243449781659389,0.6514522821576764,0.7201233422444767,0.6500967920353982,0.7243449781659389,0.6514522821576764,0.7218119966130615,0.6489220339294239
1,0.0001,True,perceptron,elasticnet,23,0.7243449781659389,0.6763485477178424,0.7278161664147412,0.6754040613344385,0.7243449781659389,0.6763485477178424,0.7299270241336075,0.6763485477178424,0.726876901811283,0.6754040613344385,0.7243449781659389,0.6763485477178424,0.7243449781659389,0.6763485477178424,0.7242758874322246,0.6754040613344385,0.7243449781659389,0.6763485477178424,0.724061467913801,0.6763485477178424
2,0.0001,True,hinge,elasticnet,23,0.7625545851528385,0.7302904564315352,0.7637674941706296,0.7369671558350803,0.7625545851528385,0.7302904564315352,0.763304944121472,0.7399601590159799,0.7600178488012989,0.7342174333471474,0.7625545851528385,0.7302904564315352,0.7625545851528385,0.7302904564315352,0.7606598881866139,0.7299929331058138,0.7625545851528385,0.7302904564315352,0.7617060398857561,0.7295094577015164
3,0.01,True,perceptron,,23,0.7096069868995634,0.6514522821576764,0.7222656664452975,0.6769864267195363,0.7096069868995634,0.6514522821576764,0.7201942461559957,0.6814123451102587,0.7027218824631345,0.660312197817378,0.7096069868995634,0.6514522821576764,0.7096069868995634,0.6514522821576764,0.7004681261186838,0.6455882352941176,0.7096069868995634,0.6514522821576764,0.7030384307133063,0.643129118867464
4,0.001,True,log_loss,,23,0.7554585152838428,0.7053941908713693,0.7557916443072397,0.7083333333333333,0.7554585152838428,0.7053941908713693,0.7556402220238775,0.7105809128630706,0.7534153454292614,0.7079016438734632,0.7554585152838428,0.7053941908713693,0.7554585152838428,0.7053941908713693,0.7539382543124125,0.7053739001670196,0.7554585152838428,0.7053941908713693,0.7548884174195564,0.7052420105887468
5,0.001,False,log_loss,elasticnet,23,0.7085152838427947,0.6390041493775933,0.7289199824620591,0.6669254658385093,0.7085152838427947,0.6390041493775933,0.7261119964135365,0.6714066647766811,0.7002297405950317,0.6485011741953308,0.7085152838427947,0.6390041493775933,0.7085152838427947,0.6390041493775933,0.6959799119906521,0.6316732542819499,0.7085152838427947,0.6390041493775933,0.6990126632452028,0.6288702649806746
6,0.001,False,hinge,l1,23,0.7210698689956332,0.6763485477178424,0.7206073096212602,0.6816501604128888,0.7210698689956332,0.6763485477178424,0.7208674992693449,0.6842027887475408,0.7194542376566698,0.679893631717088,0.7210698689956332,0.6763485477178424,0.7210698689956332,0.6763485477178424,0.7197652277331101,0.6760752688172043,0.7210698689956332,0.6763485477178424,0.7207045694421268,0.6755677508588765
7,0.01,True,hinge,,23,0.7210698689956332,0.6846473029045643,0.7218657570842477,0.6845385674931129,0.7210698689956332,0.6846473029045643,0.7233580472503999,0.6859521278419808,0.7222498330408312,0.6850739052355298,0.7210698689956332,0.6846473029045643,0.7210698689956332,0.6846473029045643,0.7210332134109982,0.6843810311552248,0.7210698689956332,0.6846473029045643,0.7211903087737194,0.6848755358325698
8,0.001,True,squared_error,l2,23,0.4383187772925764,0.44813278008298757,0.4370601892768592,0.44730493520816106,0.4383187772925764,0.44813278008298757,0.43840867643655623,0.4488423614042675,0.43704056361114463,0.44719574526868355,0.4383187772925764,0.44813278008298757,0.4383187772925764,0.44813278008298757,0.43704920333686215,0.44718097307738747,0.4383187772925764,0.44813278008298757,0.43836255570484245,0.44841832218466765
9,0.0001,False,hinge,l1,23,0.767467248908297,0.7385892116182573,0.766902331203633,0.7387052341597796,0.767467248908297,0.7385892116182573,0.7674935241503743,0.7402135271995702,0.7669584519569765,0.7393977068655893,0.767467248908297,0.7385892116182573,0.767467248908297,0.7385892116182573,0.7669294724770642,0.738427082436041,0.767467248908297,0.7385892116182573,0.7674794710999158,0.7387783623308429
