,criterion,learning_rate,loss,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,warm_start,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
53,friedman_mse,1.0,log_loss,5.0,sqrt,,4,2,100,True,0.7692307692307693,0.6511627906976745,0.7696011265890234,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7694562041444891,0.6717054263565891,0.7684567573713332,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7686701022122255,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7689854774101563,0.6430816198258059
54,friedman_mse,0.5,exponential,15.0,0.5,,4,10,50,False,0.7692307692307693,0.6046511627906976,0.7747563352826511,0.6119909502262444,0.7692307692307693,0.6046511627906976,0.7738521517468887,0.6128064821635273,0.767092397483514,0.6071428571428572,0.7692307692307693,0.6046511627906976,0.7692307692307693,0.6046511627906976,0.7669716350704103,0.6012002182214948,0.7692307692307693,0.6046511627906976,0.7676070165530113,0.6003374820791941
55,friedman_mse,0.5,exponential,20.0,0.7,30.0,4,2,50,True,0.7692307692307693,0.627906976744186,0.7758067042606516,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7748035955272798,0.6411498708010336,0.7669218524975365,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7666771961060219,0.6228070175438596,0.7692307692307693,0.627906976744186,0.767353141933161,0.6217870257037944
56,squared_error,1.0,log_loss,15.0,log2,10.0,1,5,100,False,0.7692307692307693,0.6511627906976745,0.772936489518063,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7722268835056024,0.6717054263565891,0.7674334874554688,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.76750507911981,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.768059765226904,0.6430816198258059
57,friedman_mse,0.5,log_loss,20.0,,30.0,1,10,50,False,0.7692307692307693,0.627906976744186,0.7721631205673759,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7715493726132024,0.6411498708010336,0.7676040324414461,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7677443329617242,0.6228070175438596,0.7692307692307693,0.627906976744186,0.7682588685933167,0.6217870257037944
58,squared_error,2.0,exponential,5.0,0.7,30.0,2,2,50,False,0.76,0.6976744186046512,0.7599598576081193,0.7092760180995474,0.76,0.6976744186046512,0.7603211391350451,0.7105650847100915,0.7601569013870992,0.7002164502164503,0.76,0.6976744186046512,0.76,0.6976744186046512,0.7599431818181819,0.6950354609929078,0.76,0.6976744186046512,0.7600454545454545,0.694375721589972
59,friedman_mse,2.0,exponential,15.0,sqrt,10.0,2,2,200,False,0.7661538461538462,0.5813953488372093,0.7675059309711487,0.5902777777777778,0.7661538461538462,0.5813953488372093,0.7671371805664299,0.5910852713178295,0.7649511104373532,0.5844155844155844,0.7661538461538462,0.5813953488372093,0.7661538461538462,0.5813953488372093,0.7651734104046243,0.575657894736842,0.7661538461538462,0.5813953488372093,0.7655935971542909,0.5745104039167687
60,squared_error,2.0,exponential,15.0,sqrt,30.0,1,5,200,True,0.7692307692307693,0.6511627906976745,0.7690703670003034,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692016051888664,0.6717054263565891,0.7689683923292656,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7690120824449183,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7692089005521842,0.6430816198258059
61,friedman_mse,2.0,exponential,15.0,0.5,10.0,2,5,200,True,0.7692307692307693,0.6511627906976745,0.7696011265890234,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7694562041444891,0.6717054263565891,0.7684567573713332,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7686701022122255,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7689854774101563,0.6430816198258059
62,squared_error,2.0,exponential,20.0,0.5,10.0,4,10,200,False,0.7661538461538462,0.5813953488372093,0.7680517188459177,0.5902777777777778,0.7661538461538462,0.5813953488372093,0.7675900741370354,0.5910852713178295,0.7647805654513757,0.5844155844155844,0.7661538461538462,0.5813953488372093,0.7661538461538462,0.5813953488372093,0.764976783131613,0.575657894736842,0.7661538461538462,0.5813953488372093,0.7654373730098782,0.5745104039167687
