,bootstrap,max_features,max_samples,n_estimators,random_state,warm_start,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
0,False,1.0,0.5,10,23,False,0.7661538461538462,0.6511627906976745,0.7694015444015444,0.660633484162896,0.7661538461538462,0.6511627906976745,0.7687520047520047,0.6616857834368095,0.7644394754794208,0.6536796536796536,0.7661538461538462,0.6511627906976745,0.7661538461538462,0.6511627906976745,0.7645286760219646,0.6481178396072014,0.7661538461538462,0.6511627906976745,0.7650703993992585,0.6473566018345831
1,True,1.0,0.3,5,23,False,0.7015384615384616,0.6511627906976745,0.7032818679647095,0.6846153846153846,0.7015384615384616,0.6511627906976745,0.7040290421473872,0.6865831842576028,0.7025884938982794,0.6558441558441558,0.7015384615384616,0.6511627906976745,0.7015384615384616,0.6511627906976745,0.7014367026868329,0.6386554621848739,0.7015384615384616,0.6511627906976745,0.70128406440939,0.637092046120774
2,True,0.3,0.5,20,23,True,0.76,0.7209302325581395,0.7598619329388561,0.7288888888888889,0.76,0.7209302325581395,0.7599575178273403,0.7300258397932816,0.759645266429167,0.722943722943723,0.76,0.7209302325581395,0.76,0.7209302325581395,0.7597247497725206,0.7195652173913043,0.76,0.7209302325581395,0.7599499545040946,0.7191102123356926
3,True,0.3,0.3,10,23,True,0.7384615384615385,0.627906976744186,0.7385064000605923,0.6400462962962963,0.7384615384615385,0.627906976744186,0.7389101544520768,0.6411498708010336,0.7386871825968316,0.6309523809523809,0.7384615384615385,0.627906976744186,0.7384615384615385,0.627906976744186,0.7384219147989282,0.6228070175438596,0.7384615384615385,0.627906976744186,0.7385110680398013,0.6217870257037944
4,False,0.5,0.3,10,23,False,0.7507692307692307,0.6976744186046512,0.7510466620994138,0.7017543859649122,0.7507692307692307,0.6976744186046512,0.75093810201369,0.7025703794369644,0.7499810505571136,0.699134199134199,0.7507692307692307,0.6976744186046512,0.7507692307692307,0.6976744186046512,0.7501637103892036,0.6970189701897019,0.7507692307692307,0.6976744186046512,0.7505043156029689,0.6966912459822273
5,True,1.0,0.3,10,23,False,0.7415384615384616,0.6744186046511628,0.7413825757575757,0.7032019704433498,0.7415384615384616,0.6744186046511628,0.7416631701631702,0.7051208614961623,0.7415106495869022,0.6785714285714286,0.7415384615384616,0.6744186046511628,0.7415384615384616,0.6744186046511628,0.7414185042055013,0.6655555555555556,0.7415384615384616,0.6744186046511628,0.7415727350621644,0.6642894056847546
6,False,0.3,0.3,5,23,True,0.7230769230769231,0.6976744186046512,0.7232237539766702,0.7017543859649122,0.7230769230769231,0.6976744186046512,0.7236642466759114,0.7025703794369644,0.7233760327446372,0.699134199134199,0.7230769230769231,0.6976744186046512,0.7230769230769231,0.6976744186046512,0.7230533252537494,0.6970189701897019,0.7230769230769231,0.6976744186046512,0.7231241187232703,0.6966912459822273
7,True,1.0,1.0,5,23,True,0.7630769230769231,0.627906976744186,0.7666511951728939,0.6333333333333333,0.7630769230769231,0.627906976744186,0.7659667600906866,0.6341085271317829,0.7612749185173956,0.6298701298701299,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7613052145630049,0.6260869565217391,0.7630769230769231,0.627906976744186,0.7618746922996215,0.6254802831142569
8,False,0.3,1.0,5,23,False,0.7692307692307693,0.627906976744186,0.7695075757575758,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7700058275058275,0.6411498708010336,0.7696505722731751,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7692220297100009,0.6228070175438596,0.7692307692307693,0.627906976744186,0.7692613575534586,0.6217870257037944
9,True,1.0,0.5,10,23,False,0.7569230769230769,0.6744186046511628,0.756831119544592,0.6898148148148149,0.7569230769230769,0.6744186046511628,0.7568862939716829,0.6912144702842377,0.7564807094671416,0.6774891774891775,0.7569230769230769,0.6744186046511628,0.7569230769230769,0.6744186046511628,0.7565912344403258,0.6699561403508771,0.7569230769230769,0.6744186046511628,0.7568401163023892,0.66906364749082
10,True,0.3,1.0,20,23,True,0.7630769230769231,0.7209302325581395,0.7629981024667931,0.7288888888888889,0.7630769230769231,0.7209302325581395,0.7630453948328711,0.7300258397932816,0.762639278405215,0.722943722943723,0.7630769230769231,0.7209302325581395,0.7630769230769231,0.7209302325581395,0.7627534816696846,0.7195652173913043,0.7630769230769231,0.7209302325581395,0.7629960627251134,0.7191102123356926
11,False,1.0,0.3,10,23,True,0.7446153846153846,0.627906976744186,0.7485634415281877,0.6400462962962963,0.7446153846153846,0.627906976744186,0.747866725602399,0.6411498708010336,0.7426286667171985,0.6309523809523809,0.7446153846153846,0.627906976744186,0.7446153846153846,0.627906976744186,0.7424206254476009,0.6228070175438596,0.7446153846153846,0.627906976744186,0.743079053197936,0.6217870257037944
12,True,0.5,0.5,5,23,True,0.7384615384615385,0.7441860465116279,0.7383540372670807,0.7726190476190476,0.7384615384615385,0.7441860465116279,0.7386765408504539,0.7748062015503875,0.7385166376108543,0.7478354978354979,0.7384615384615385,0.7441860465116279,0.7384615384615385,0.7441860465116279,0.7383723683338227,0.7391064533921676,0.7384615384615385,0.7441860465116279,0.7385061235253964,0.7382598545389243
13,True,0.5,1.0,20,23,True,0.7630769230769231,0.7441860465116279,0.7629981024667931,0.7579185520361991,0.7630769230769231,0.7441860465116279,0.7630453948328711,0.7594443859833737,0.762639278405215,0.7467532467532467,0.7630769230769231,0.7441860465116279,0.7630769230769231,0.7441860465116279,0.7627534816696846,0.7419530823786142,0.7630769230769231,0.7441860465116279,0.7629960627251134,0.7413948413453609
14,False,0.3,0.3,10,23,True,0.7323076923076923,0.7209302325581395,0.7321049438883833,0.7228260869565217,0.7323076923076923,0.7209302325581395,0.7322708289587271,0.7234580384226491,0.7320169787008262,0.7218614718614718,0.7323076923076923,0.7209302325581395,0.7323076923076923,0.7209302325581395,0.7320540156361052,0.7207792207792207,0.7323076923076923,0.7209302325581395,0.7322823246405336,0.7206282090003021
15,True,0.3,0.3,5,23,False,0.7446153846153846,0.5813953488372093,0.7444267515923566,0.5972906403940887,0.7446153846153846,0.5813953488372093,0.7445810877021068,0.5983503264978807,0.7443341165769726,0.5854978354978355,0.7446153846153846,0.5813953488372093,0.7446153846153846,0.5813953488372093,0.7443733712390429,0.5700000000000001,0.7446153846153846,0.5813953488372093,0.7445911832777505,0.5683720930232558
16,True,0.5,0.5,20,23,True,0.76,0.7441860465116279,0.7599870889344573,0.7579185520361991,0.76,0.7441860465116279,0.7599939242044506,0.7594443859833737,0.7594747214431896,0.7467532467532467,0.76,0.7441860465116279,0.76,0.7441860465116279,0.7596153846153846,0.7419530823786142,0.76,0.7441860465116279,0.7598816568047337,0.7413948413453609
17,False,0.5,0.5,5,23,False,0.76,0.6511627906976745,0.7647836912542795,0.6702380952380952,0.76,0.6511627906976745,0.7639713663243075,0.6717054263565891,0.7579398165693929,0.6547619047619048,0.76,0.6511627906976745,0.76,0.6511627906976745,0.7577963769777574,0.6442360728075014,0.76,0.6511627906976745,0.758436138500344,0.6430816198258059
18,False,0.3,0.3,20,23,True,0.7507692307692307,0.6976744186046512,0.7540806064825559,0.7214285714285715,0.7507692307692307,0.6976744186046512,0.7534465132608553,0.7232558139534884,0.7489577806412491,0.7012987012987013,0.7507692307692307,0.6976744186046512,0.7507692307692307,0.6976744186046512,0.7489054854493948,0.6916712630998345,0.7507692307692307,0.6976744186046512,0.7495045464450563,0.690670737182365
19,True,0.3,0.3,10,23,False,0.7384615384615385,0.627906976744186,0.7385064000605923,0.6400462962962963,0.7384615384615385,0.627906976744186,0.7389101544520768,0.6411498708010336,0.7386871825968316,0.6309523809523809,0.7384615384615385,0.627906976744186,0.7384615384615385,0.627906976744186,0.7384219147989282,0.6228070175438596,0.7384615384615385,0.627906976744186,0.7385110680398013,0.6217870257037944
20,True,0.3,1.0,5,23,False,0.7630769230769231,0.6744186046511628,0.7658996299722479,0.7231182795698925,0.7630769230769231,0.6744186046511628,0.7653088308546219,0.7256814203550889,0.7614454635033729,0.6796536796536796,0.7630769230769231,0.6744186046511628,0.7630769230769231,0.6744186046511628,0.7615508485073702,0.6595022624434389,0.7630769230769231,0.6744186046511628,0.7620791050891386,0.657844891087025
21,False,1.0,1.0,10,23,False,0.7692307692307693,0.5813953488372093,0.7695075757575758,0.5855555555555556,0.7692307692307693,0.5813953488372093,0.7700058275058275,0.5861498708010336,0.7696505722731751,0.5833333333333333,0.7692307692307693,0.5813953488372093,0.7692307692307693,0.5813953488372093,0.7692220297100009,0.5793478260869566,0.7692307692307693,0.5813953488372093,0.7692613575534586,0.578665318503539
22,False,0.3,0.5,10,23,False,0.7661538461538462,0.6046511627906976,0.7702084786483763,0.6119909502262444,0.7661538461538462,0.6046511627906976,0.7694637502310137,0.6128064821635273,0.7642689304934436,0.6071428571428572,0.7661538461538462,0.6046511627906976,0.7661538461538462,0.6046511627906976,0.76427698885326,0.6012002182214948,0.7661538461538462,0.6046511627906976,0.7648594618086143,0.6003374820791941
23,True,1.0,1.0,20,23,False,0.7630769230769231,0.7441860465116279,0.766433806688044,0.7579185520361991,0.7630769230769231,0.7441860465116279,0.7674755981535641,0.7594443859833737,0.7645152732509664,0.7467532467532467,0.7630769230769231,0.7441860465116279,0.7630769230769231,0.7441860465116279,0.7628524046434494,0.7419530823786142,0.7630769230769231,0.7441860465116279,0.762650338053323,0.7413948413453609
24,False,1.0,1.0,10,23,True,0.7692307692307693,0.5813953488372093,0.7695075757575758,0.5855555555555556,0.7692307692307693,0.5813953488372093,0.7700058275058275,0.5861498708010336,0.7696505722731751,0.5833333333333333,0.7692307692307693,0.5813953488372093,0.7692307692307693,0.5813953488372093,0.7692220297100009,0.5793478260869566,0.7692307692307693,0.5813953488372093,0.7692613575534586,0.578665318503539
25,False,0.3,0.5,20,23,False,0.76,0.627906976744186,0.7735403375595575,0.6502463054187192,0.76,0.627906976744186,0.7720358556084955,0.6517355939970214,0.7567460016675509,0.6320346320346321,0.76,0.627906976744186,0.76,0.627906976744186,0.7553088803088803,0.6177777777777778,0.76,0.627906976744186,0.7562471042471043,0.6163307493540052
26,False,0.5,0.5,10,23,True,0.7692307692307693,0.627906976744186,0.7721631205673759,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7715493726132024,0.6411498708010336,0.7676040324414461,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7677443329617242,0.6228070175438596,0.7692307692307693,0.627906976744186,0.7682588685933167,0.6217870257037944
27,False,0.3,0.3,5,23,False,0.7230769230769231,0.6976744186046512,0.7232237539766702,0.7017543859649122,0.7230769230769231,0.6976744186046512,0.7236642466759114,0.7025703794369644,0.7233760327446372,0.699134199134199,0.7230769230769231,0.6976744186046512,0.7230769230769231,0.6976744186046512,0.7230533252537494,0.6970189701897019,0.7230769230769231,0.6976744186046512,0.7231241187232703,0.6966912459822273
