,activation,alpha,hidden_layer_sizes,learning_rate,max_iter,random_state,solver,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
68,tanh,0.01,64,invscaling,100,23,adam,0.7630769230769231,0.627906976744186,0.7776494895478853,0.6502463054187192,0.7630769230769231,0.627906976744186,0.7760693317377809,0.6517355939970214,0.7597400136435989,0.6320346320346321,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.758233583553121,0.6177777777777778,0.7630769230769231,0.627906976744186,0.7591811934599518,0.6163307493540052
69,logistic,0.001,32,adaptive,200,23,adam,0.7446153846153846,0.6744186046511628,0.7465034965034965,0.6811111111111111,0.7446153846153846,0.6744186046511628,0.7460677783754706,0.6820671834625324,0.7431403016751308,0.6764069264069263,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7432150710620757,0.6728260869565217,0.7446153846153846,0.6744186046511628,0.7437401886445666,0.6722952477249747
70,tanh,0.001,32,constant,200,23,adam,0.76,0.627906976744186,0.7598484848484848,0.6400462962962963,0.76,0.627906976744186,0.7601212121212121,0.6411498708010336,0.7599863564011218,0.6309523809523809,0.76,0.627906976744186,0.76,0.627906976744186,0.7598886110479655,0.6228070175438596,0.76,0.627906976744186,0.760031825414867,0.6217870257037944
71,relu,0.001,64,constant,100,23,adam,0.76,0.627906976744186,0.7752032520325203,0.6502463054187192,0.76,0.627906976744186,0.7735934959349594,0.6517355939970214,0.7565754566815737,0.6320346320346321,0.76,0.627906976744186,0.76,0.627906976744186,0.754873520538408,0.6177777777777778,0.76,0.627906976744186,0.7558551868182872,0.6163307493540052
72,logistic,0.01,64,invscaling,100,23,adam,0.7230769230769231,0.6744186046511628,0.7285288114303659,0.6898148148148149,0.7230769230769231,0.6744186046511628,0.7277244344601858,0.6912144702842377,0.7206473129689988,0.6774891774891775,0.7230769230769231,0.6744186046511628,0.7230769230769231,0.6744186046511628,0.7198275862068966,0.6699561403508771,0.7230769230769231,0.6744186046511628,0.7206631299734748,0.66906364749082
73,identity,0.001,64,invscaling,200,23,adam,0.7630769230769231,0.627906976744186,0.7629715194667475,0.6400462962962963,0.7630769230769231,0.627906976744186,0.7632877302972743,0.6411498708010336,0.7631509133631471,0.6309523809523809,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7629961454318158,0.6228070175438596,0.7630769230769231,0.627906976744186,0.7631173118994767,0.6217870257037944
74,logistic,0.001,64,constant,200,23,adam,0.7507692307692307,0.6744186046511628,0.7522030651340996,0.6811111111111111,0.7507692307692307,0.6744186046511628,0.7518343648688476,0.6820671834625324,0.7494694155991813,0.6764069264069263,0.7507692307692307,0.6744186046511628,0.7507692307692307,0.6744186046511628,0.7496219362570262,0.6728260869565217,0.7507692307692307,0.6744186046511628,0.750091284012019,0.6722952477249747
75,relu,0.001,32,constant,100,23,adam,0.7476923076923077,0.6511627906976745,0.7521072796934867,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7532425582080755,0.6518675123326286,0.7493746683847495,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7472879684418146,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7470080412683963,0.6511627906976745
76,identity,0.01,32,invscaling,100,23,adam,0.7446153846153846,0.6744186046511628,0.7513513513513514,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7526985446985447,0.6744186046511628,0.7467217463806564,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7438295932612227,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7434366975841415,0.6744186046511628
77,identity,0.01,64,invscaling,200,23,adam,0.7630769230769231,0.627906976744186,0.7629715194667475,0.6400462962962963,0.7630769230769231,0.627906976744186,0.7632877302972743,0.6411498708010336,0.7631509133631471,0.6309523809523809,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7629961454318158,0.6228070175438596,0.7630769230769231,0.627906976744186,0.7631173118994767,0.6217870257037944
78,logistic,0.01,32,adaptive,100,23,adam,0.7169230769230769,0.6744186046511628,0.7213018676252247,0.6898148148148149,0.7169230769230769,0.6744186046511628,0.7206104796196224,0.6912144702842377,0.7146592890169029,0.6774891774891775,0.7169230769230769,0.6744186046511628,0.7169230769230769,0.6744186046511628,0.7139741333129257,0.6699561403508771,0.7169230769230769,0.6744186046511628,0.7147783906611488,0.66906364749082
79,relu,0.01,64,invscaling,100,23,adam,0.76,0.627906976744186,0.7752032520325203,0.6502463054187192,0.76,0.627906976744186,0.7735934959349594,0.6517355939970214,0.7565754566815737,0.6320346320346321,0.76,0.627906976744186,0.76,0.627906976744186,0.754873520538408,0.6177777777777778,0.76,0.627906976744186,0.7558551868182872,0.6163307493540052
80,relu,0.01,32,adaptive,100,23,adam,0.7476923076923077,0.6511627906976745,0.7521072796934867,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7532425582080755,0.6518675123326286,0.7493746683847495,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7472879684418146,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7470080412683963,0.6511627906976745
81,relu,0.001,64,adaptive,100,23,adam,0.76,0.627906976744186,0.7752032520325203,0.6502463054187192,0.76,0.627906976744186,0.7735934959349594,0.6517355939970214,0.7565754566815737,0.6320346320346321,0.76,0.627906976744186,0.76,0.627906976744186,0.754873520538408,0.6177777777777778,0.76,0.627906976744186,0.7558551868182872,0.6163307493540052
82,relu,0.01,64,constant,200,23,adam,0.7661538461538462,0.627906976744186,0.7694015444015444,0.6400462962962963,0.7661538461538462,0.627906976744186,0.7687520047520047,0.6411498708010336,0.7644394754794208,0.6309523809523809,0.7661538461538462,0.627906976744186,0.7661538461538462,0.627906976744186,0.7645286760219646,0.6228070175438596,0.7661538461538462,0.627906976744186,0.7650703993992585,0.6217870257037944
83,tanh,0.01,64,constant,100,23,adam,0.7630769230769231,0.627906976744186,0.7776494895478853,0.6502463054187192,0.7630769230769231,0.627906976744186,0.7760693317377809,0.6517355939970214,0.7597400136435989,0.6320346320346321,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.758233583553121,0.6177777777777778,0.7630769230769231,0.627906976744186,0.7591811934599518,0.6163307493540052
84,identity,0.01,64,constant,200,23,adam,0.7630769230769231,0.627906976744186,0.7629715194667475,0.6400462962962963,0.7630769230769231,0.627906976744186,0.7632877302972743,0.6411498708010336,0.7631509133631471,0.6309523809523809,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7629961454318158,0.6228070175438596,0.7630769230769231,0.627906976744186,0.7631173118994767,0.6217870257037944
85,relu,0.01,64,constant,100,23,adam,0.76,0.627906976744186,0.7752032520325203,0.6502463054187192,0.76,0.627906976744186,0.7735934959349594,0.6517355939970214,0.7565754566815737,0.6320346320346321,0.76,0.627906976744186,0.76,0.627906976744186,0.754873520538408,0.6177777777777778,0.76,0.627906976744186,0.7558551868182872,0.6163307493540052
86,relu,0.01,32,constant,200,23,adam,0.7630769230769231,0.627906976744186,0.7776494895478853,0.6502463054187192,0.7630769230769231,0.627906976744186,0.7760693317377809,0.6517355939970214,0.7597400136435989,0.6320346320346321,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.758233583553121,0.6177777777777778,0.7630769230769231,0.627906976744186,0.7591811934599518,0.6163307493540052
87,logistic,0.001,64,adaptive,200,23,adam,0.7507692307692307,0.6744186046511628,0.7522030651340996,0.6811111111111111,0.7507692307692307,0.6744186046511628,0.7518343648688476,0.6820671834625324,0.7494694155991813,0.6764069264069263,0.7507692307692307,0.6744186046511628,0.7507692307692307,0.6744186046511628,0.7496219362570262,0.6728260869565217,0.7507692307692307,0.6744186046511628,0.750091284012019,0.6722952477249747
88,logistic,0.001,64,invscaling,100,23,adam,0.7292307692307692,0.6744186046511628,0.7340001562866296,0.6898148148148149,0.7292307692307692,0.6744186046511628,0.7332470951725465,0.6912144702842377,0.7269764268930494,0.6774891774891775,0.7292307692307692,0.6744186046511628,0.7292307692307692,0.6744186046511628,0.7264100405601899,0.6699561403508771,0.7292307692307692,0.6744186046511628,0.7271793301976206,0.66906364749082
89,relu,0.01,32,invscaling,100,23,adam,0.7476923076923077,0.6511627906976745,0.7521072796934867,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7532425582080755,0.6518675123326286,0.7493746683847495,0.6515151515151515,0.7476923076923077,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7472879684418146,0.6511627906976745,0.7476923076923077,0.6511627906976745,0.7470080412683963,0.6511627906976745
90,identity,0.01,32,invscaling,200,23,adam,0.76,0.627906976744186,0.7598484848484848,0.6400462962962963,0.76,0.627906976744186,0.7601212121212121,0.6411498708010336,0.7599863564011218,0.6309523809523809,0.76,0.627906976744186,0.76,0.627906976744186,0.7598886110479655,0.6228070175438596,0.76,0.627906976744186,0.760031825414867,0.6217870257037944
91,identity,0.001,32,constant,100,23,adam,0.7446153846153846,0.6744186046511628,0.7513513513513514,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7526985446985447,0.6744186046511628,0.7467217463806564,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7438295932612227,0.6742424242424242,0.7446153846153846,0.6744186046511628,0.7434366975841415,0.6744186046511628
92,relu,0.001,32,adaptive,200,23,adam,0.7630769230769231,0.627906976744186,0.7776494895478853,0.6502463054187192,0.7630769230769231,0.627906976744186,0.7760693317377809,0.6517355939970214,0.7597400136435989,0.6320346320346321,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.758233583553121,0.6177777777777778,0.7630769230769231,0.627906976744186,0.7591811934599518,0.6163307493540052
93,logistic,0.01,32,invscaling,100,23,adam,0.7169230769230769,0.6744186046511628,0.7213018676252247,0.6898148148148149,0.7169230769230769,0.6744186046511628,0.7206104796196224,0.6912144702842377,0.7146592890169029,0.6774891774891775,0.7169230769230769,0.6744186046511628,0.7169230769230769,0.6744186046511628,0.7139741333129257,0.6699561403508771,0.7169230769230769,0.6744186046511628,0.7147783906611488,0.66906364749082
94,tanh,0.001,64,adaptive,200,23,adam,0.7630769230769231,0.627906976744186,0.7629715194667475,0.6400462962962963,0.7630769230769231,0.627906976744186,0.7632877302972743,0.6411498708010336,0.7631509133631471,0.6309523809523809,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7629961454318158,0.6228070175438596,0.7630769230769231,0.627906976744186,0.7631173118994767,0.6217870257037944
95,logistic,0.001,32,constant,200,23,adam,0.7446153846153846,0.6744186046511628,0.7465034965034965,0.6811111111111111,0.7446153846153846,0.6744186046511628,0.7460677783754706,0.6820671834625324,0.7431403016751308,0.6764069264069263,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7432150710620757,0.6728260869565217,0.7446153846153846,0.6744186046511628,0.7437401886445666,0.6722952477249747
