,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
65,gini,5.0,log2,10.0,4,5,100,23,0.7498140605631308,0.7562358276643991,0.749530751180801,0.7562495343749789,0.7498140605631308,0.7562358276643991,0.7497172141511297,0.7562426157496385,0.749026243377667,0.7555723318345118,0.7498140605631308,0.7562358276643991,0.7498140605631308,0.7562358276643991,0.7492000941735526,0.7557459373908171,0.7498140605631308,0.7562358276643991,0.7496874876782358,0.7560745979541061
66,entropy,5.0,0.7,,1,5,50,23,0.7680184168585089,0.780045351473923,0.7682493145062573,0.7803959514391293,0.7680184168585089,0.780045351473923,0.7691292646483638,0.7809953642828694,0.7686352501485254,0.780562625788586,0.7680184168585089,0.780045351473923,0.7680184168585089,0.780045351473923,0.7679697295599572,0.7800367980845713,0.7680184168585089,0.780045351473923,0.7681017447533406,0.780078009869629
67,gini,15.0,log2,30.0,1,2,100,23,0.7722684611298034,0.7772108843537415,0.7720546578984664,0.7771735330273264,0.7722684611298034,0.7772108843537415,0.7721974079186666,0.7771952870965572,0.7715320572535567,0.7766856756131696,0.7722684611298034,0.7772108843537415,0.7722684611298034,0.7772108843537415,0.7717191816390606,0.7768391044361007,0.7722684611298034,0.7772108843537415,0.772159001823345,0.777112775764364
68,entropy,15.0,0.7,,1,10,10,23,0.809668850717195,0.7859977324263039,0.8094061522746934,0.7858742059772987,0.809668850717195,0.7859977324263039,0.8099446598028529,0.7862379227438139,0.8097704497433561,0.7861027113561863,0.809668850717195,0.7859977324263039,0.809668850717195,0.7859977324263039,0.8095062160513806,0.7859110254889528,0.809668850717195,0.7859977324263039,0.8097248364688209,0.7860404752827445
69,gini,,log2,10.0,4,2,10,23,0.7356118292898884,0.7474489795918368,0.7356181131451262,0.7474322651470646,0.7356118292898884,0.7474489795918368,0.7363924237516343,0.7478751979335241,0.7359821439124387,0.7476555114418761,0.7356118292898884,0.7474489795918368,0.7356118292898884,0.7474489795918368,0.7355114702177707,0.7473875860180191,0.7356118292898884,0.7474489795918368,0.7357138306013681,0.7475059081784676
70,gini,,0.7,,4,2,100,23,0.8145209845935896,0.7791950113378685,0.8142142915814033,0.7790008655247227,0.8145209845935896,0.7791950113378685,0.8145909499983629,0.7792716478430575,0.8143779039228138,0.7791233647282774,0.8145209845935896,0.7791950113378685,0.8145209845935896,0.7791950113378685,0.8142852263808252,0.7790480092339086,0.8145209845935896,0.7791950113378685,0.8145451228599062,0.7792192424539058
71,entropy,15.0,sqrt,10.0,4,2,50,23,0.7579599787497786,0.7653061224489796,0.7580236724189318,0.7656012614167291,0.7579599787497786,0.7653061224489796,0.7579920960760212,0.7654780931860934,0.7568002131456331,0.7644632950634744,0.7579599787497786,0.7653061224489796,0.7579599787497786,0.7653061224489796,0.7571072107010252,0.7646936005846121,0.7579599787497786,0.7653061224489796,0.7576724944822968,0.7650543079047396
72,entropy,5.0,0.7,30.0,2,5,100,23,0.7716663715247034,0.7840136054421769,0.7719358134315807,0.7844236451649926,0.7716663715247034,0.7840136054421769,0.7728331439863162,0.7850445624595423,0.7723180993644023,0.7845685610316488,0.7716663715247034,0.7840136054421769,0.7716663715247034,0.7840136054421769,0.7716232454665746,0.7840079829927545,0.7716663715247034,0.7840136054421769,0.7717465104110715,0.7840410929726859
73,gini,,sqrt,30.0,1,10,250,23,0.7763768372587214,0.7814625850340136,0.7760788552842249,0.7812878105290256,0.7763768372587214,0.7814625850340136,0.7763167688981318,0.7814325456659688,0.7758362621309771,0.7811713645430021,0.7763768372587214,0.7814625850340136,0.7763768372587214,0.7814625850340136,0.7759383906213126,0.7812219724855316,0.7763768372587214,0.7814625850340136,0.7763276919190599,0.7814399633414213
74,gini,15.0,log2,,4,10,250,23,0.8078979989374889,0.7959183673469388,0.8077673624427666,0.7961391785629914,0.8078979989374889,0.7959183673469388,0.8084475308589503,0.7966964640130293,0.8082253534557541,0.7963647440386221,0.8078979989374889,0.7959183673469388,0.8078979989374889,0.7959183673469388,0.8077926579687591,0.795901576119096,0.8078979989374889,0.7959183673469388,0.8079693949344494,0.7959571970613252
75,gini,20.0,log2,,2,2,10,23,0.8119355409952187,0.7729591836734694,0.8116602811471567,0.772757160871915,0.8119355409952187,0.7729591836734694,0.8119178871990559,0.772948361023386,0.8115920184580685,0.7727284716363123,0.8119355409952187,0.7729591836734694,0.8119355409952187,0.7729591836734694,0.8116246735316932,0.7727422562122117,0.8119355409952187,0.7729591836734694,0.811925241985965,0.7729532131928843
76,gini,,,30.0,4,10,10,23,0.77945811935541,0.7865646258503401,0.7791140286546719,0.7863814643116629,0.77945811935541,0.7865646258503401,0.7795239068363244,0.7866669808278361,0.7792413574891148,0.7865337337767503,0.77945811935541,0.7865646258503401,0.77945811935541,0.7865646258503401,0.7791699266552419,0.7864347549262554,0.77945811935541,0.7865646258503401,0.7794832655812088,0.7865929884659448
77,gini,20.0,sqrt,30.0,2,10,10,23,0.7695767664246502,0.7757936507936508,0.7694352051481518,0.775792914055852,0.7695767664246502,0.7757936507936508,0.7695210397329724,0.7757933207965116,0.7687191712916764,0.7752245417733099,0.7695767664246502,0.7757936507936508,0.7695767664246502,0.7757936507936508,0.768951346880594,0.7753930252629002,0.7695767664246502,0.7757936507936508,0.7694234981905724,0.7756780340297429
78,gini,,0.7,,4,10,50,23,0.8144501505224013,0.7774943310657596,0.8142040318274648,0.7773041759327897,0.8144501505224013,0.7774943310657596,0.8144181068334918,0.7774721463002465,0.8140478174432317,0.7772336209067747,0.8144501505224013,0.7774943310657596,0.8144501505224013,0.7774943310657596,0.814118857522289,0.7772658308679858,0.8144501505224013,0.7774943310657596,0.8144270823017559,0.7774801761862516
79,entropy,15.0,0.5,30.0,1,10,100,23,0.7783601912519922,0.7879818594104309,0.7780847279640426,0.7878264949840805,0.7783601912519922,0.7879818594104309,0.7782955552838052,0.7879493952019397,0.7777808833625962,0.7876709574841414,0.7783601912519922,0.7879818594104309,0.7783601912519922,0.7879818594104309,0.7779044636480927,0.7877362861378798,0.7783601912519922,0.7879818594104309,0.7782996176064387,0.7879532091952998
80,gini,5.0,log2,,1,5,10,23,0.7625641933770143,0.766156462585034,0.7622685716356082,0.7660329948224975,0.7625641933770143,0.766156462585034,0.7624835516429652,0.7661127971568199,0.7619075358251822,0.7656979813032767,0.7625641933770143,0.766156462585034,0.7625641933770143,0.766156462585034,0.7620464815379263,0.7658135589170072,0.7625641933770143,0.766156462585034,0.7624824287129822,0.7660828017970875
81,entropy,5.0,sqrt,,4,2,250,23,0.7775455994333275,0.780045351473923,0.7772509966623795,0.779894130503709,0.7775455994333275,0.780045351473923,0.7774858740692674,0.7800070137631644,0.7770054369242256,0.7796931828014334,0.7775455994333275,0.780045351473923,0.7775455994333275,0.780045351473923,0.7771087442703097,0.779773296797917,0.7775455994333275,0.780045351473923,0.7774963221709391,0.7800058596661156
82,gini,,sqrt,,2,10,100,23,0.8151584912342837,0.7780612244897959,0.8148560829090531,0.7778581793482455,0.8151584912342837,0.7780612244897959,0.815198647600249,0.778082375025374,0.8149634523924099,0.777903313951263,0.8151584912342837,0.7780612244897959,0.8151584912342837,0.7780612244897959,0.8149054338104313,0.7778791811223388,0.8151584912342837,0.7780612244897959,0.8151742467252324,0.7780702365376898
83,entropy,5.0,0.5,10.0,4,5,10,23,0.7534620152293253,0.7604875283446711,0.754267630199136,0.7613766250482688,0.7534620152293253,0.7604875283446711,0.7553350459715614,0.7621129082559356,0.7544367123422815,0.7612684217856744,0.7534620152293253,0.7604875283446711,0.7534620152293253,0.7604875283446711,0.7534562952277242,0.7604851999286877,0.7534620152293253,0.7604875283446711,0.7535029384760747,0.7604627624655741
84,entropy,20.0,log2,,2,10,100,23,0.8128209668850718,0.7857142857142857,0.8125343101082373,0.7856317138426681,0.8128209668850718,0.7857142857142857,0.813022639394734,0.7860295601331894,0.8128508079666351,0.7858786761950498,0.8128209668850718,0.7857142857142857,0.8128209668850718,0.7857142857142857,0.8126389678730996,0.7856437451457434,0.8128209668850718,0.7857142857142857,0.8128683279915963,0.7857605779623916
85,gini,15.0,0.7,10.0,4,10,250,23,0.7613954312024084,0.7695578231292517,0.7613099389365645,0.7697134282118308,0.7613954312024084,0.7695578231292517,0.7613575586868512,0.769641085498,0.7604123424664462,0.7688296486813448,0.7613954312024084,0.7695578231292517,0.7613954312024084,0.7695578231292517,0.7606741952955018,0.7690403212202052,0.7613954312024084,0.7695578231292517,0.7611902279540562,0.7693687954858274
86,gini,,log2,30.0,2,2,250,23,0.7728351336993093,0.778344671201814,0.7725996276045783,0.7782951405949208,0.7728351336993093,0.778344671201814,0.7727623542457351,0.7783246363495875,0.7721386161602493,0.7778375347833486,0.7728351336993093,0.778344671201814,0.7728351336993093,0.778344671201814,0.7723092017054383,0.7779850031625655,0.7728351336993093,0.778344671201814,0.7727390164299799,0.7782534877552441
87,gini,5.0,,30.0,1,10,50,23,0.7708163626704445,0.780328798185941,0.771082003215769,0.7806379608294931,0.7708163626704445,0.780328798185941,0.7719774298563922,0.7812231615476452,0.7714639906736775,0.7808207567531402,0.7708163626704445,0.780328798185941,0.7708163626704445,0.780328798185941,0.7707726285794492,0.7803177671119259,0.7708163626704445,0.780328798185941,0.7708969903920488,0.7803645388657503
88,entropy,,,,1,5,50,23,0.8171418452275545,0.7675736961451247,0.8168669652932714,0.7673739331880083,0.8171418452275545,0.7675736961451247,0.8171327384816933,0.7675474977245192,0.8168328385704549,0.7672954983568074,0.8171418452275545,0.7675736961451247,0.8171418452275545,0.7675736961451247,0.8168495305305472,0.7673307603443134,0.8171418452275545,0.7675736961451247,0.8171369214870906,0.767556648018752
89,entropy,20.0,,10.0,1,2,50,23,0.7556578714361608,0.7670068027210885,0.7554331221570494,0.766982026148517,0.7556578714361608,0.7670068027210885,0.7560641270951117,0.7674197455972813,0.7557777244702636,0.7672224818721298,0.7556578714361608,0.7670068027210885,0.7556578714361608,0.7670068027210885,0.7554844245027985,0.7669480846774193,0.7556578714361608,0.7670068027210885,0.7557402126000043,0.7670592295457929
90,gini,15.0,0.7,30.0,4,2,100,23,0.7772622631485745,0.7840136054421769,0.7769857861582381,0.783888069525777,0.7772622631485745,0.7840136054421769,0.7771965167302539,0.7839767815733663,0.776677079119688,0.7836309264376609,0.7772622631485745,0.7840136054421769,0.7772622631485745,0.7840136054421769,0.776802122578264,0.7837289226412666,0.7772622631485745,0.7840136054421769,0.7772001692962626,0.7839646755857704
91,entropy,15.0,0.7,30.0,2,5,10,23,0.7768726757570391,0.7837301587301587,0.7769087122395658,0.7838973208121316,0.7768726757570391,0.7837301587301587,0.7768892458688293,0.7838167790817265,0.7758703104965712,0.783048885340638,0.7768726757570391,0.7837301587301587,0.7768726757570391,0.7837301587301587,0.7761708897183635,0.7832675199261849,0.7768726757570391,0.7837301587301587,0.7766631608865426,0.7835683770625114
92,entropy,,log2,10.0,1,10,50,23,0.7425181512307419,0.7465986394557823,0.7427062814636318,0.746921282008919,0.7425181512307419,0.7465986394557823,0.7426237838644721,0.7467964640869028,0.741131113087429,0.7456536696251745,0.7425181512307419,0.7465986394557823,0.7425181512307419,0.7465986394557823,0.7414450450928688,0.7458615496132204,0.7425181512307419,0.7465986394557823,0.7420992917706595,0.7462727681569654
93,gini,5.0,sqrt,30.0,4,5,100,23,0.7746414025146096,0.7797619047619048,0.7742905496304369,0.7795602621575904,0.7746414025146096,0.7797619047619048,0.7746593608612875,0.7797925895060397,0.7743308173272094,0.7796225787556769,0.7746414025146096,0.7797619047619048,0.7746414025146096,0.7797619047619048,0.7743099729043916,0.7795883455014774,0.7746414025146096,0.7797619047619048,0.7746496729392638,0.7797741766288036
94,gini,5.0,log2,30.0,2,5,250,23,0.7703913582433151,0.7743764172335601,0.7704466936512682,0.7746912134766935,0.7703913582433151,0.7743764172335601,0.7704178422326411,0.774557739869605,0.7693274287221047,0.7735588331129436,0.7703913582433151,0.7743764172335601,0.7703913582433151,0.7743764172335601,0.7696348769752491,0.7738006137687171,0.7703913582433151,0.7743764172335601,0.7701533798963154,0.7741435079668819
95,gini,15.0,log2,30.0,2,10,100,23,0.7722684611298034,0.7772108843537415,0.7720546578984664,0.7771735330273264,0.7722684611298034,0.7772108843537415,0.7721974079186666,0.7771952870965572,0.7715320572535567,0.7766856756131696,0.7722684611298034,0.7772108843537415,0.7722684611298034,0.7772108843537415,0.7717191816390606,0.7768391044361007,0.7722684611298034,0.7772108843537415,0.772159001823345,0.777112775764364
96,gini,20.0,0.5,,1,10,100,23,0.8160085000885426,0.7817460317460317,0.8157624747233958,0.7815896840669981,0.8160085000885426,0.7817460317460317,0.816318161342434,0.7819211411465493,0.816154725582485,0.7817875014434426,0.8160085000885426,0.7817460317460317,0.8160085000885426,0.7817460317460317,0.8158606740499619,0.7816392968241337,0.8160085000885426,0.7817460317460317,0.8160655978959444,0.7817843468462004
97,gini,20.0,0.7,,2,10,50,23,0.8150522401275013,0.780045351473923,0.8147459970092923,0.7798442343257534,0.8150522401275013,0.780045351473923,0.8151386254695164,0.7800811056335974,0.8149364518952751,0.7799148055236489,0.8150522401275013,0.780045351473923,0.8150522401275013,0.780045351473923,0.8148259639603412,0.7798755023244819,0.8150522401275013,0.780045351473923,0.8150802094207065,0.780059216710612
98,gini,5.0,log2,10.0,4,2,250,23,0.7525411723038782,0.7624716553287982,0.7523071494066109,0.7625075346594334,0.7525411723038782,0.7624716553287982,0.7524527082361506,0.7624894241401604,0.7516892999477136,0.761813793811097,0.7525411723038782,0.7624716553287982,0.7525411723038782,0.7624716553287982,0.7518904367945818,0.7619942971319822,0.7525411723038782,0.7624716553287982,0.7523895140281983,0.7623145500994664
99,entropy,15.0,sqrt,30.0,4,10,100,23,0.7752080750841155,0.780045351473923,0.7749026353132467,0.7798785211284605,0.7752080750841155,0.780045351473923,0.7751497051206088,0.7800104914017368,0.7746782332715915,0.7797272786048512,0.7752080750841155,0.780045351473923,0.7752080750841155,0.780045351473923,0.7747736779703966,0.7797905856189771,0.7752080750841155,0.780045351473923,0.7751621831309725,0.7800156287908458
