,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
24,gini,20.0,,10.0,4,5,10,23,0.7538461538461538,0.6976744186046512,0.7538059531924562,0.7214285714285715,0.7538461538461538,0.6976744186046512,0.7541677590757345,0.7232558139534884,0.753998332449026,0.7012987012987013,0.7538461538461538,0.6976744186046512,0.7538461538461538,0.6976744186046512,0.7537878787878788,0.6916712630998345,0.7538461538461538,0.6976744186046512,0.7538927738927739,0.690670737182365
25,gini,,log2,30.0,1,2,50,23,0.7692307692307693,0.6744186046511628,0.7693418452652379,0.7032019704433498,0.7692307692307693,0.6744186046511628,0.7692892303015422,0.7051208614961623,0.7686273023573107,0.6785714285714286,0.7692307692307693,0.6744186046511628,0.7692307692307693,0.6744186046511628,0.768801752838403,0.6655555555555556,0.7692307692307693,0.6744186046511628,0.7690775490906384,0.6642894056847546
26,entropy,5.0,log2,30.0,4,10,250,23,0.7569230769230769,0.6744186046511628,0.763079573934837,0.7032019704433498,0.7569230769230769,0.6744186046511628,0.7621404472720262,0.7051208614961623,0.7546047146213901,0.6785714285714286,0.7569230769230769,0.6744186046511628,0.7569230769230769,0.6744186046511628,0.7542333132316763,0.6655555555555556,0.7569230769230769,0.6744186046511628,0.7549453095029294,0.6642894056847546
27,gini,15.0,0.5,,1,5,10,23,0.7661538461538462,0.627906976744186,0.7659743803532176,0.6400462962962963,0.7661538461538462,0.627906976744186,0.7661538461538462,0.6411498708010336,0.7659743803532176,0.6309523809523809,0.7661538461538462,0.627906976744186,0.7661538461538462,0.627906976744186,0.7659743803532176,0.6228070175438596,0.7661538461538462,0.627906976744186,0.7661538461538462,0.6217870257037944
28,gini,20.0,sqrt,10.0,1,5,50,23,0.7507692307692307,0.6744186046511628,0.7533726487819921,0.6898148148148149,0.7507692307692307,0.6744186046511628,0.7528277473374606,0.6912144702842377,0.7491283256272265,0.6774891774891775,0.7507692307692307,0.6744186046511628,0.7507692307692307,0.6744186046511628,0.7491638795986622,0.6699561403508771,0.7507692307692307,0.6744186046511628,0.7497195780807822,0.66906364749082
29,entropy,5.0,log2,10.0,2,5,250,23,0.7415384615384616,0.6744186046511628,0.7466984449480347,0.7032019704433498,0.7415384615384616,0.6744186046511628,0.7458837107254706,0.7051208614961623,0.7392935647691958,0.6785714285714286,0.7415384615384616,0.6744186046511628,0.7415384615384616,0.6744186046511628,0.7388459478074538,0.6655555555555556,0.7415384615384616,0.6744186046511628,0.7395802697340923,0.6642894056847546
30,entropy,5.0,log2,30.0,4,10,10,23,0.7446153846153846,0.6744186046511628,0.7524916943521595,0.7032019704433498,0.7446153846153846,0.6744186046511628,0.7514336825964734,0.7051208614961623,0.7419464867732888,0.6785714285714286,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7410756279935882,0.6655555555555556,0.7446153846153846,0.6744186046511628,0.7419139914040136,0.6642894056847546
31,entropy,,sqrt,10.0,1,2,10,23,0.7353846153846154,0.6976744186046512,0.7352272727272727,0.7214285714285715,0.7353846153846154,0.6976744186046512,0.7355104895104896,0.7232558139534884,0.735352080648829,0.7012987012987013,0.7353846153846154,0.6976744186046512,0.7353846153846154,0.6976744186046512,0.7352618019246798,0.6916712630998345,0.7353846153846154,0.6976744186046512,0.735419704944597,0.690670737182365
32,entropy,,0.5,30.0,2,5,250,23,0.7692307692307693,0.6511627906976745,0.7691650853889943,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692044956940592,0.6717054263565891,0.7687978473432882,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7689157288990434,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7691520091478378,0.6430816198258059
33,entropy,20.0,,30.0,4,5,250,23,0.7692307692307693,0.6511627906976745,0.7691650853889943,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692044956940592,0.6717054263565891,0.7687978473432882,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7689157288990434,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7691520091478378,0.6430816198258059
